CustomerLoyaltyID,Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
11341637,0,52.0,6.0,5.0,0,0,6000.0
11343044,0,70.0,10.0,4.0,1,1,6000.0
11344857,0,41.0,7.0,8.0,0,0,500.0
11360283,1,61.0,13.0,2.0,0,0,1200.0
11365471,0,21.0,11.0,2.0,2,1,3000.0
11380225,0,43.0,11.0,9.0,0,0,5552.66
11380519,0,60.0,10.0,5.0,0,0,3000.0
11387246,0,52.0,6.0,2.0,0,0,16000.0
11398280,1,47.0,9.0,6.0,0,0,4750.0
11402156,0,59.0,9.0,11.0,0,0,1251.6
11403624,0,53.0,8.0,10.0,0,0,6053.34
11416408,0,36.0,10.0,4.0,2,1,2100.0
11416742,0,58.0,8.0,6.0,0,0,3540.0
11417722,1,40.0,8.0,4.0,0,0,960.0
11418338,0,73.0,9.0,4.0,0,0,22000.0
11419393,0,39.0,9.0,6.0,0,0,1500.0
11425296,0,37.0,12.0,2.0,1,1,3000.0
11427353,0,46.0,4.0,30.0,0,0,2201.6
11427825,0,74.0,7.0,5.0,1,1,6000.0
11431148,0,66.0,11.0,2.0,0,0,3000.0
11441739,0,53.0,9.0,8.0,0,0,18105.32
11444126,0,76.0,8.0,6.0,1,1,16106.7
11457163,1,74.0,10.0,12.0,0,0,10000.0
11462442,0,65.0,8.0,5.0,0,0,5000.0
11464747,0,54.0,8.0,8.0,0,0,1200.0
11469234,1,41.0,5.0,24.0,0,0,20.0
11470798,0,62.0,9.0,3.0,1,1,14053.34
11477598,0,54.0,7.0,3.0,0,0,6000.0
11484349,1,74.0,10.0,15.0,0,0,12158.67
11491884,0,78.0,7.0,6.0,0,0,3000.0
11492813,0,40.0,6.0,4.0,0,0,3000.0
11497564,0,46.0,9.0,2.0,0,0,6000.0
11499133,0,48.0,10.0,9.0,0,0,3824.7
11499834,0,47.0,4.0,6.0,0,0,3000.0
11502045,0,37.0,10.0,9.0,1,1,300.0
11506881,0,50.0,9.0,5.0,0,0,8857.64
11510056,0,70.0,12.0,8.0,1,1,9000.0
11519770,1,40.0,11.0,5.0,0,0,1000.0
11525053,0,34.0,13.0,3.0,1,1,5000.0
11555033,1,57.0,12.0,8.0,0,0,12000.0
11555912,0,42.0,3.0,2.0,1,1,2000.0
11557222,0,53.0,11.0,5.0,1,1,2920.0
11557605,0,47.0,5.0,4.0,0,0,4000.0
11561408,1,57.0,6.0,13.0,0,0,3000.0
11561858,1,70.0,10.0,8.0,0,0,1500.0
11562579,1,55.0,5.0,7.0,0,0,4000.0
11573929,0,62.0,5.0,9.0,0,0,3000.0
11581107,0,57.0,4.0,8.0,0,0,1248.5
11581859,0,48.0,8.0,8.0,0,0,10884.25
11583479,1,62.0,12.0,5.0,0,0,2000.0
11586052,0,51.0,7.0,9.0,0,0,300.0
11586788,1,50.0,11.0,4.0,0,0,1200.0
11587601,1,66.0,5.0,6.0,0,0,7000.0
11591625,0,44.0,10.0,4.0,0,0,3000.0
11599022,0,76.0,9.0,30.0,1,1,1000.0
11604255,1,77.0,5.0,8.0,0,0,18400.0
11619805,0,53.0,6.0,5.0,0,0,2000.0
11635037,1,64.0,10.0,5.0,0,0,6000.0
11640936,1,62.0,6.0,2.0,0,0,12000.0
11644516,0,42.0,13.0,4.0,1,1,6000.0
11646438,0,42.0,7.0,4.0,0,0,9750.0
11651369,0,41.0,11.0,3.0,1,1,5000.0
11653140,0,45.0,5.0,4.0,0,0,2000.0
11659408,0,71.0,10.0,8.0,0,0,3000.0
11660481,0,33.0,6.0,10.0,0,0,4800.0
11661348,0,56.0,4.0,4.0,0,0,6000.0
11661992,1,63.0,6.0,8.0,0,0,2000.0
11667311,1,69.0,11.0,5.0,0,0,10500.0
11668881,0,30.0,7.0,9.0,1,1,600.0
11670991,0,29.0,8.0,5.0,0,0,422.91
11673311,0,50.0,9.0,5.0,0,0,4100.0
11679212,1,61.0,7.0,4.0,1,1,6000.0
11682779,1,44.0,8.0,2.0,0,0,3000.0
11691530,0,44.0,8.0,11.0,1,1,1000.0
11696516,1,76.0,3.0,2.0,0,0,1500.0
11703695,1,66.0,8.0,8.0,0,0,12000.0
11704349,1,52.0,13.0,5.0,0,0,3000.0
11705442,0,64.0,7.0,7.0,0,0,1000.0
11707577,0,36.0,12.0,5.0,1,1,600.0
11725273,0,44.0,8.0,3.0,1,1,8000.0
11729856,1,66.0,9.0,8.0,0,0,10500.0
11734639,1,59.0,8.0,7.0,0,0,3053.82
11735090,0,56.0,7.0,9.0,0,0,21800.0
11745592,1,72.0,9.0,8.0,0,0,12000.0
11748710,1,41.0,8.0,4.0,1,1,2000.0
11751894,0,77.0,7.0,13.0,1,1,2500.0
11752882,0,39.0,5.0,3.0,0,0,3000.0
11758058,1,65.0,3.0,29.0,0,0,13141.81
11764007,0,58.0,2.0,4.0,0,0,420.0
11769238,1,57.0,7.0,8.0,0,0,3000.0
11770503,0,65.0,11.0,7.0,0,0,50.0
11780371,0,70.0,7.0,19.0,0,0,3000.0
11789638,0,38.0,6.0,6.0,0,0,1800.0
11798238,1,40.0,18.0,8.0,2,1,3000.0
11799048,1,55.0,11.0,4.0,0,0,4000.0
11814942,0,36.0,13.0,9.0,0,0,2400.0
11816317,0,38.0,9.0,10.0,1,1,3000.0
11822333,0,48.0,2.0,8.0,0,0,480.0
11828331,1,71.0,10.0,4.0,0,0,23000.0
11837802,0,50.0,11.0,4.0,0,0,6000.0
11844892,0,62.0,7.0,18.0,0,0,8500.0
11847506,1,68.0,10.0,8.0,0,0,9000.0
11848545,1,68.0,11.0,9.0,0,0,600.0
11851856,0,39.0,5.0,8.0,0,0,3200.0
11858230,0,65.0,8.0,5.0,0,0,6000.0
11864273,0,64.0,8.0,2.0,1,1,6000.0
11865016,0,55.0,10.0,8.0,1,1,3000.0
11875631,0,72.0,8.0,8.0,0,0,9000.0
11877561,1,46.0,7.0,9.0,0,0,50.0
11877723,0,43.0,4.0,8.0,0,0,5000.0
11878363,1,79.0,5.0,11.0,0,0,8400.0
11883693,0,65.0,7.0,15.0,0,0,10000.0
11890835,1,50.0,5.0,4.0,0,0,6000.01
11895454,0,74.0,9.0,8.0,1,1,3000.0
11897015,0,64.0,10.0,5.0,0,0,1000.0
11902833,1,49.0,8.0,5.0,0,0,420.01
11905212,0,59.0,5.0,5.0,0,0,25000.0
11909463,1,28.0,3.0,4.0,0,0,4035.57
11916001,0,40.0,10.0,9.0,0,0,360.01
11916427,0,64.0,8.0,5.0,0,0,12135.97
11916907,1,74.0,8.0,4.0,0,0,6053.34
11935677,1,78.0,8.0,26.0,1,1,4000.0
11938056,1,74.0,10.0,14.0,0,0,1500.0
11942126,1,54.0,10.0,5.0,0,0,1300.0
11943947,1,58.0,6.0,12.0,0,0,5815.0
11951044,0,48.0,7.0,9.0,0,0,6600.0
11954833,1,60.0,4.0,2.0,0,0,6000.0
11959037,1,75.0,6.0,12.0,0,0,10000.0
11959452,1,76.0,7.0,26.0,0,0,38469.77
11963301,1,35.0,12.0,3.0,1,1,6000.0
11982969,1,58.0,8.0,2.0,0,0,6000.0
11987308,0,61.0,10.0,8.0,0,0,30107.64
11990147,0,57.0,5.0,9.0,0,0,6652.67
11991968,0,54.0,7.0,2.0,0,0,6000.0
11995327,1,57.0,8.0,4.0,0,0,4000.01
11995335,0,56.0,14.0,6.0,0,0,6107.64
11999969,0,37.0,6.0,2.0,1,1,1000.0
12007447,0,71.0,6.0,8.0,0,0,6600.0
12010790,0,73.0,8.0,8.0,0,0,4300.0
12027189,0,54.0,15.0,2.0,1,1,2000.0
12032034,0,63.0,9.0,8.0,0,0,10652.66
12034096,1,44.0,8.0,9.0,0,0,1000.02
12038202,0,35.0,29.0,2.0,3,1,3000.0
12048941,0,62.0,7.0,10.0,0,0,500.0
12049603,0,39.0,13.0,2.0,0,0,6500.0
12056154,1,59.0,6.0,2.0,0,0,11000.0
12063126,0,60.0,13.0,3.0,0,0,1000.0
12064904,1,38.0,9.0,11.0,0,0,600.0
12088692,0,40.0,14.0,2.0,0,0,3000.0
12094846,1,61.0,11.0,5.0,0,0,600.0
12109967,0,67.0,3.0,7.0,0,0,3000.0
12122807,1,45.0,7.0,3.0,0,0,4217.08
12128422,0,49.0,6.0,5.0,0,0,18106.69
12130834,0,43.0,13.0,8.0,1,1,3000.0
12135054,1,64.0,9.0,11.0,0,0,6000.0
12137391,0,63.0,4.0,12.0,0,0,1220.35
12150649,0,65.0,9.0,9.0,0,0,4885.89
12156515,1,43.0,9.0,9.0,0,0,300.0
12160431,0,71.0,5.0,5.0,0,0,5000.0
12166774,1,75.0,5.0,28.0,0,0,5000.0
12170429,1,71.0,8.0,6.0,1,1,30500.0
12174831,1,67.0,14.0,21.0,0,0,2000.0
12178616,0,66.0,5.0,4.0,0,0,2000.0
12178888,1,25.0,6.0,5.0,0,0,6000.0
12180297,0,36.0,17.0,4.0,3,1,1900.0
12187526,0,57.0,13.0,7.0,0,0,920.0
12211990,0,67.0,6.0,25.0,0,0,6053.35
12213373,1,43.0,8.0,12.0,0,0,3223.98
12222216,0,76.0,7.0,3.0,0,0,20496.41
12225339,0,70.0,9.0,3.0,0,0,1000.0
12230669,1,59.0,4.0,8.0,0,0,35.0
12231053,1,42.0,7.0,5.0,1,1,1200.0
12231886,0,32.0,6.0,5.0,1,1,6000.0
12232203,0,63.0,7.0,2.0,0,0,2100.0
12233218,0,67.0,6.0,2.0,0,0,6000.0
12233242,1,45.0,5.0,9.0,0,0,3000.0
12239429,0,53.0,10.0,4.0,0,0,6053.34
12249688,1,55.0,4.0,3.0,0,0,34000.0
12271551,0,38.0,9.0,10.0,1,1,2000.0
12276960,1,37.0,11.0,4.0,1,1,1000.0
12277312,0,46.0,11.0,6.0,0,0,3000.0
12282901,0,62.0,10.0,3.0,0,0,6000.0
12286621,0,51.0,8.0,5.0,0,0,100.01
12288497,0,59.0,6.0,2.0,0,0,6000.0
12296821,1,44.0,7.0,6.0,0,0,3000.0
12299650,0,69.0,6.0,11.0,0,0,50.01
12303070,0,66.0,12.0,9.0,0,0,600.0
12303704,1,71.0,8.0,9.0,0,0,3000.0
12305979,0,33.0,3.0,4.0,0,0,15600.0
12306584,1,42.0,7.0,2.0,0,0,3000.0
12309907,0,70.0,14.0,7.0,1,1,6105.32
12320242,0,72.0,5.0,15.0,0,0,6000.0
12322016,0,35.0,21.0,7.0,3,1,6000.0
12327484,0,65.0,7.0,3.0,0,0,20472.84
12329509,1,39.0,8.0,10.0,0,0,2500.0
12332895,1,77.0,7.0,2.0,0,0,6000.0
12333522,0,66.0,11.0,9.0,1,1,500.0
12347477,0,47.0,4.0,9.0,0,0,2000.0
12349062,1,57.0,6.0,6.0,0,0,6000.0
12352470,1,32.0,9.0,3.0,0,0,2500.0
12356530,1,63.0,5.0,2.0,0,0,5000.0
12358711,0,77.0,9.0,6.0,0,0,4694.74
12367419,1,49.0,7.0,2.0,0,0,6000.0
12377023,0,57.0,5.0,9.0,0,0,500.0
12388033,0,64.0,4.0,9.0,0,0,2000.0
12388866,0,66.0,6.0,2.0,0,0,6000.0
12391735,0,60.0,9.0,2.0,0,0,3000.0
12392308,0,64.0,10.0,10.0,0,0,1000.0
12401951,0,78.0,11.0,3.0,1,1,6000.0
12413992,0,54.0,9.0,8.0,0,0,2000.0
12418021,0,43.0,19.0,7.0,1,1,3000.0
12426148,1,67.0,8.0,2.0,0,0,6000.0
12431044,1,67.0,6.0,9.0,0,0,420.01
12431222,0,35.0,11.0,15.0,1,1,4166.26
12435376,0,71.0,17.0,5.0,1,1,1200.0
12435864,1,75.0,7.0,7.0,0,0,12053.35
12451193,1,76.0,6.0,12.0,0,0,29035.46
12455644,0,39.0,10.0,6.0,0,0,2000.0
12456578,0,49.0,9.0,3.0,0,0,20744.9
12466247,0,48.0,9.0,12.0,0,0,1200.0
12476420,0,54.0,9.0,9.0,0,0,5000.0
12480967,0,68.0,6.0,8.0,0,0,2000.0
12486418,1,48.0,8.0,4.0,0,0,6000.0
12487295,0,71.0,10.0,16.0,0,0,24000.0
12491276,0,36.0,12.0,5.0,1,1,1420.0
12492124,1,69.0,12.0,4.0,0,0,18000.0
12493864,1,58.0,16.0,5.0,0,0,4956.42
12496308,0,67.0,6.0,5.0,0,0,2500.0
12498874,0,43.0,7.0,7.0,0,0,840.0
12499544,0,66.0,7.0,7.0,0,0,12158.67
12500682,0,32.0,8.0,2.0,1,1,30.0
12506192,0,71.0,9.0,9.0,0,0,40000.0
12514861,0,63.0,11.0,6.0,1,1,6000.0
12519863,1,42.0,11.0,5.0,0,0,3000.0
12521582,0,43.0,12.0,5.0,1,1,3500.0
12524913,1,78.0,4.0,13.0,0,0,6000.0
12535168,0,44.0,9.0,5.0,0,0,3197.91
12536784,0,60.0,6.0,8.0,0,0,12000.0
12537012,0,73.0,8.0,9.0,0,0,1000.0
12542008,0,70.0,9.0,9.0,0,0,50.0
12544078,1,48.0,13.0,9.0,2,1,420.01
12546526,1,41.0,11.0,8.0,0,0,21000.0
12547220,1,49.0,9.0,6.0,2,1,6053.35
12552291,1,76.0,5.0,5.0,0,0,3000.0
12553778,0,65.0,11.0,18.0,0,0,2850.0
12554995,0,79.0,9.0,16.0,1,1,6000.0
12571571,1,78.0,7.0,8.0,0,0,31853.35
12582891,0,50.0,9.0,12.0,0,0,1000.0
12587966,0,67.0,10.0,3.0,0,0,9000.0
12595969,1,67.0,2.0,5.0,0,0,4000.0
12607800,1,47.0,9.0,6.0,0,0,3000.0
12623083,0,56.0,5.0,26.0,0,0,91.75
12630071,1,59.0,6.0,3.0,0,0,6000.0
12633844,0,31.0,8.0,2.0,0,0,500.0
12661201,1,46.0,6.0,2.0,0,0,620.0
12662879,0,42.0,12.0,5.0,1,1,2000.0
12666866,0,35.0,8.0,4.0,1,1,420.0
12667307,0,60.0,13.0,2.0,0,0,7000.0
12676527,1,73.0,4.0,12.0,0,0,500.0
12682438,0,62.0,9.0,2.0,1,1,12000.0
12691569,1,34.0,3.0,5.0,0,0,2000.0
12693014,1,53.0,10.0,9.0,0,0,720.0
12693146,1,52.0,10.0,13.0,1,1,6105.32
12698016,1,51.0,5.0,9.0,0,0,3900.0
12710180,0,55.0,11.0,32.0,0,0,3000.0
12710679,1,61.0,8.0,4.0,0,0,10001.7
12715999,1,57.0,8.0,8.0,0,0,3000.0
12721883,0,35.0,10.0,9.0,0,0,5000.0
12728284,1,65.0,3.0,20.0,0,0,510.0
12732834,1,65.0,7.0,17.0,0,0,3000.0
12739367,1,48.0,5.0,7.0,0,0,50.0
12744468,1,60.0,5.0,5.0,0,0,5000.0
12744859,0,56.0,5.0,8.0,0,0,3000.0
12748927,0,28.0,24.0,2.0,3,1,6000.0
12755079,0,78.0,5.0,5.0,0,0,7891.68
12756253,1,56.0,6.0,6.0,0,0,1800.0
12758035,0,59.0,15.0,2.0,0,0,30000.0
12764353,0,76.0,7.0,9.0,0,0,12107.64
12767883,1,47.0,8.0,4.0,0,0,10000.0
12786748,0,59.0,10.0,4.0,0,0,1000.0
12797359,1,64.0,5.0,6.0,0,0,1000.0
12802573,0,59.0,8.0,8.0,0,0,500.0
12811122,0,60.0,13.0,5.0,0,0,6000.0
12812072,1,39.0,9.0,7.0,0,0,2900.0
12818844,0,58.0,5.0,2.0,0,0,6000.0
12823015,0,52.0,10.0,11.0,0,0,50.0
12827517,0,77.0,7.0,12.0,0,0,4884.25
12827533,1,66.0,10.0,8.0,0,0,4000.0
12833312,0,60.0,5.0,4.0,0,0,1000.0
12833827,0,61.0,7.0,11.0,1,1,9500.0
12835927,0,35.0,13.0,9.0,1,1,6000.0
12836605,1,46.0,10.0,2.0,0,0,600.0
12843490,0,64.0,11.0,7.0,0,0,10171.95
12846147,0,61.0,5.0,2.0,0,0,6000.0
12854263,0,61.0,11.0,6.0,0,0,6000.0
12857793,1,71.0,5.0,5.0,0,0,6000.0
12860646,0,57.0,8.0,5.0,0,0,6107.64
12870129,0,71.0,5.0,8.0,0,0,2400.0
12871540,0,60.0,10.0,6.0,0,0,6053.34
12882879,0,44.0,6.0,3.0,0,0,2500.0
12885584,0,78.0,6.0,4.0,0,0,50000.0
12885878,1,58.0,11.0,12.0,0,0,1680.0
12892122,0,38.0,11.0,8.0,1,1,9878.0
12894265,1,49.0,3.0,5.0,0,0,4400.0
12895768,0,67.0,14.0,6.0,0,0,15000.0
12896756,1,48.0,12.0,2.0,0,0,6000.0
12903671,0,56.0,11.0,5.0,0,0,4000.0
12908185,0,75.0,10.0,27.0,0,0,6053.35
12909483,0,60.0,13.0,18.0,1,1,1000.0
12916056,1,53.0,18.0,8.0,2,1,9500.0
12919292,0,58.0,14.0,6.0,1,1,4000.0
12930121,0,68.0,10.0,16.0,0,0,6000.0
12965111,0,52.0,12.0,7.0,0,0,6105.32
12966479,0,53.0,12.0,13.0,0,0,600.0
12970239,1,57.0,6.0,8.0,0,0,1200.0
12972002,0,44.0,16.0,7.0,1,1,480.0
12974331,0,56.0,11.0,4.0,0,0,78292.5
12976563,1,49.0,7.0,5.0,0,0,1000.0
12985627,0,36.0,13.0,8.0,1,1,6000.0
12989541,0,69.0,9.0,12.0,0,0,5000.0
12990973,0,68.0,13.0,2.0,0,0,6000.0
12997188,1,49.0,11.0,8.0,0,0,2500.01
12999571,1,53.0,10.0,5.0,0,0,1500.0
13000578,1,57.0,11.0,12.0,0,0,25.0
13002686,0,52.0,5.0,3.0,0,0,3000.0
13014412,0,35.0,15.0,3.0,2,1,6000.0
13023845,0,68.0,10.0,4.0,0,0,10000.0
13026232,0,58.0,12.0,7.0,0,0,6107.64
13031392,1,48.0,7.0,6.0,0,0,6053.35
13031651,0,31.0,11.0,8.0,1,1,50.0
13032755,1,75.0,12.0,9.0,0,0,1000.0
13034723,0,62.0,5.0,3.0,0,0,3000.0
13038435,0,59.0,10.0,9.0,1,1,240.0
13049461,1,44.0,11.0,3.0,1,1,3000.0
13051245,0,77.0,4.0,24.0,0,0,5000.0
13061755,1,59.0,7.0,5.0,0,0,1550.0
13063286,0,35.0,10.0,7.0,1,1,900.0
13066269,1,58.0,9.0,8.0,0,0,2000.0
13076558,0,63.0,10.0,12.0,0,0,3000.0
13080113,0,61.0,4.0,10.0,0,0,18330.49
13081306,0,69.0,8.0,5.0,0,0,4723.27
13083422,0,53.0,12.0,7.0,0,0,3052.66
13105574,0,68.0,7.0,17.0,0,0,6000.0
13108131,0,70.0,7.0,13.0,0,0,1595.77
13109758,0,39.0,7.0,8.0,0,0,50.02
13125338,0,65.0,7.0,23.0,0,0,6000.0
13135406,0,76.0,10.0,12.0,0,0,3200.0
13139045,0,33.0,13.0,2.0,1,1,62.11
13144758,1,69.0,9.0,7.0,0,0,2500.0
13147099,0,50.0,9.0,5.0,0,0,5000.0
13147234,1,76.0,5.0,24.0,0,0,10000.0
13155415,0,47.0,5.0,5.0,0,0,6316.06
13158813,0,58.0,12.0,15.0,2,1,600.0
13163450,0,53.0,10.0,2.0,0,0,11500.0
13170848,0,57.0,11.0,2.0,0,0,1046.17
13178369,1,64.0,2.0,4.0,1,1,10600.0
13180827,0,68.0,9.0,4.0,0,0,18078.34
13194895,0,45.0,7.0,5.0,0,0,1000.0
13202375,0,74.0,17.0,16.0,1,1,5500.0
13209299,0,62.0,5.0,4.0,0,0,1000.0
13210157,1,50.0,3.0,6.0,0,0,7553.35
13220764,0,61.0,14.0,4.0,0,0,1000.0
13224778,1,45.0,6.0,9.0,0,0,1080.0
13225936,1,50.0,9.0,11.0,0,0,11850.01
13227785,1,58.0,7.0,8.0,0,0,50.01
13228838,1,69.0,10.0,4.0,0,0,30000.0
13243594,0,70.0,9.0,6.0,0,0,11053.35
13252771,0,64.0,6.0,8.0,0,0,12000.0
13255495,0,59.0,15.0,9.0,0,0,1800.0
13274732,1,54.0,10.0,2.0,0,0,7000.0
13284282,0,34.0,14.0,2.0,1,1,500.0
13285467,0,55.0,11.0,5.0,0,0,432.01
13289837,0,79.0,6.0,9.0,0,0,3000.0
13294180,0,67.0,9.0,8.0,0,0,9600.0
13294830,0,30.0,10.0,2.0,1,1,50.0
13297651,0,51.0,10.0,6.0,0,0,3000.0
13308440,1,73.0,13.0,4.0,1,1,7500.0
13321862,1,77.0,9.0,13.0,0,0,6000.0
13332813,0,52.0,3.0,10.0,0,0,6053.35
13339915,1,52.0,8.0,13.0,1,1,2361.26
13342886,1,71.0,6.0,8.0,0,0,18053.35
13345265,0,66.0,5.0,3.0,0,0,7522.49
13360183,1,75.0,6.0,16.0,0,0,2000.0
13373064,0,50.0,4.0,3.0,0,0,3000.0
13374222,0,77.0,10.0,3.0,0,0,6000.0
13382330,0,41.0,5.0,2.0,0,0,500.0
13383450,1,54.0,8.0,2.0,0,0,1800.0
13383906,0,71.0,4.0,16.0,0,0,40919.71
13384244,0,62.0,9.0,8.0,1,1,3000.0
13385631,0,40.0,6.0,2.0,0,0,2987.0
13393103,0,58.0,7.0,9.0,0,0,3920.0
13393928,1,51.0,8.0,11.0,0,0,1000.0
13395467,0,66.0,13.0,3.0,0,0,20439.26
13397966,0,59.0,14.0,8.0,1,1,610.0
13401750,0,67.0,4.0,2.0,0,0,2000.0
13403184,0,68.0,11.0,8.0,0,0,2500.0
13413694,1,62.0,9.0,4.0,0,0,6053.34
13418947,1,49.0,6.0,3.0,0,0,6000.0
13435507,1,58.0,14.0,4.0,0,0,5000.0
13436996,0,59.0,9.0,9.0,0,0,3000.0
13437828,0,40.0,8.0,5.0,1,1,1000.0
13441345,1,45.0,9.0,5.0,0,0,2000.0
13441604,0,69.0,2.0,9.0,0,0,2400.0
13441841,0,77.0,7.0,2.0,0,0,12000.0
13448765,0,64.0,11.0,6.0,0,0,970.0
13450492,0,70.0,12.0,19.0,0,0,35107.85
13463608,0,38.0,6.0,2.0,0,0,6000.0
13466313,0,60.0,10.0,2.0,0,0,6000.0
13472755,0,66.0,9.0,5.0,0,0,5000.0
13473778,1,40.0,8.0,5.0,0,0,2075.0
13475363,0,66.0,8.0,4.0,0,0,6053.34
13484001,0,45.0,5.0,5.0,0,0,4000.0
13494686,1,40.0,14.0,8.0,1,1,18053.34
13495933,0,62.0,8.0,4.0,0,0,1000.0
13501461,0,59.0,11.0,5.0,0,0,1000.0
13502719,0,68.0,5.0,9.0,0,0,8053.34
13511262,0,50.0,13.0,9.0,2,1,2000.0
13532790,0,45.0,9.0,8.0,0,0,250.0
13535137,0,49.0,11.0,6.0,1,1,5044.45
13537059,0,56.0,24.0,2.0,2,1,6000.0
13539477,0,36.0,10.0,5.0,1,1,600.0
13542214,0,63.0,8.0,5.0,0,0,4000.0
13560182,1,53.0,7.0,3.0,0,0,17112.8
13564250,1,76.0,10.0,18.0,0,0,2000.0
13564641,0,42.0,16.0,6.0,1,1,14160.99
13566032,0,42.0,12.0,9.0,1,1,600.0
13566350,0,46.0,10.0,12.0,0,0,600.0
13574299,1,77.0,14.0,3.0,0,0,3000.0
13577182,1,66.0,5.0,16.0,0,0,6500.0
13582577,0,53.0,7.0,2.0,0,0,3000.0
13585282,0,60.0,6.0,8.0,0,0,12000.0
13591452,1,74.0,11.0,13.0,0,0,6107.64
13595555,0,75.0,10.0,20.0,0,0,9000.0
13600605,0,73.0,6.0,5.0,0,0,1000.0
13604287,0,60.0,7.0,6.0,0,0,1000.01
13610228,0,42.0,8.0,5.0,0,0,3400.0
13614746,1,65.0,5.0,30.0,0,0,1000.0
13615645,0,70.0,9.0,20.0,0,0,3500.0
13618806,1,67.0,3.0,7.0,0,0,3000.0
13621637,0,66.0,8.0,8.0,0,0,6000.0
13631527,0,63.0,6.0,7.0,0,0,1238.91
13633309,0,68.0,8.0,11.0,0,0,469.42
13634453,1,58.0,9.0,2.0,0,0,6000.0
13638114,0,48.0,5.0,12.0,0,0,6035.46
13639072,0,66.0,7.0,14.0,0,0,20000.0
13639676,0,75.0,4.0,2.0,0,0,2000.0
13641700,0,44.0,9.0,2.0,0,0,35.0
13641816,0,30.0,5.0,9.0,0,0,5901.28
13642367,0,57.0,10.0,2.0,1,1,10000.0
13644378,0,56.0,19.0,3.0,2,1,7500.0
13646710,1,61.0,9.0,4.0,1,1,6000.0
13648543,0,72.0,8.0,9.0,1,1,600.0
13662929,0,57.0,5.0,8.0,0,0,3000.0
13666487,0,46.0,8.0,9.0,1,1,9100.0
13667769,0,62.0,7.0,27.0,1,1,6017.78
13674242,0,39.0,5.0,2.0,0,0,25.0
13676229,0,59.0,11.0,21.0,0,0,12000.0
13677853,0,67.0,7.0,11.0,1,1,12000.0
13680994,1,69.0,8.0,27.0,0,0,4000.0
13683926,0,67.0,8.0,7.0,0,0,6000.01
13694936,1,67.0,7.0,15.0,0,0,12053.35
13701223,0,49.0,5.0,7.0,0,0,12106.7
13702084,0,39.0,8.0,4.0,0,0,10000.0
13707345,1,42.0,5.0,8.0,0,0,3000.0
13715577,0,60.0,8.0,5.0,0,0,6000.0
13732064,0,68.0,10.0,4.0,1,1,5000.0
13732633,1,62.0,10.0,25.0,0,0,14000.0
13734024,1,55.0,11.0,5.0,0,0,5000.0
13739409,1,64.0,4.0,5.0,0,0,8000.0
13744526,0,73.0,4.0,2.0,0,0,6000.0
13749455,0,68.0,7.0,7.0,0,0,6053.35
13753762,1,48.0,9.0,8.0,0,0,3000.01
13754459,1,55.0,8.0,11.0,0,0,10250.0
13760289,1,58.0,12.0,2.0,0,0,12000.0
13770802,0,40.0,6.0,8.0,0,0,50.02
13778048,0,49.0,11.0,5.0,2,1,6000.0
13790242,1,36.0,10.0,9.0,0,0,2000.0
13792903,1,63.0,12.0,9.0,1,1,1000.0
13793896,0,32.0,10.0,8.0,1,1,25.79
13797530,1,60.0,15.0,8.0,0,0,20937.6
13804944,1,76.0,11.0,2.0,0,0,6000.0
13818740,0,43.0,3.0,11.0,1,1,5700.0
13834517,0,69.0,14.0,4.0,1,1,10001.74
13840657,0,46.0,10.0,5.0,0,0,5526.35
13846051,1,56.0,10.0,5.0,0,0,6000.0
13846833,0,50.0,4.0,3.0,1,1,6250.0
13847899,0,65.0,6.0,24.0,0,0,1000.0
13854089,0,51.0,8.0,5.0,0,0,6000.0
13854747,1,59.0,6.0,5.0,0,0,3000.0
13855905,0,50.0,6.0,9.0,0,0,800.0
13858106,0,57.0,7.0,6.0,0,0,5800.0
13864769,0,48.0,6.0,5.0,0,0,2000.0
13868446,0,50.0,8.0,5.0,0,0,1000.0
13869019,0,54.0,24.0,5.0,2,1,1000.0
13869566,0,51.0,9.0,3.0,0,0,1150.0
13877089,0,52.0,5.0,9.0,0,0,300.0
13882325,0,71.0,3.0,3.0,0,0,17634.66
13896288,0,58.0,14.0,3.0,1,1,20268.84
13900811,0,59.0,4.0,9.0,0,0,5045.68
13906232,0,65.0,8.0,5.0,0,0,4000.0
13909479,0,44.0,12.0,7.0,1,1,3000.0
13919040,0,70.0,5.0,6.0,0,0,53000.0
13920014,1,61.0,12.0,6.0,1,1,12000.0
13922963,0,64.0,8.0,6.0,0,0,40000.0
13924621,0,56.0,6.0,7.0,0,0,12000.0
13930680,0,39.0,14.0,8.0,1,1,5900.0
13932977,0,47.0,4.0,10.0,0,0,3000.0
13935380,0,52.0,7.0,2.0,0,0,5000.0
13935615,1,69.0,4.0,11.0,0,0,12000.0
13936565,1,63.0,7.0,5.0,0,0,5000.0
13943049,1,74.0,7.0,2.0,0,0,6000.0
13945289,0,77.0,7.0,10.0,0,0,400.0
13945408,0,60.0,6.0,5.0,0,0,3000.0
13947974,0,35.0,6.0,9.0,0,0,2000.01
13949136,0,66.0,11.0,8.0,0,0,1000.0
13953109,0,76.0,7.0,6.0,0,0,2500.0
13955640,0,39.0,9.0,9.0,0,0,3000.0
13958372,1,70.0,9.0,7.0,0,0,6053.35
